epoch,time,train/s_box_loss,train/s_cls_loss,train/s_dfl_loss,train/t_box_loss,train/t_cls_loss,train/t_dfl_loss,train/cclkd_loss,train/cclkd_lld_loss,train/cclkd_fld_loss,train/cclkd_rld_loss,train/cclkd_ccl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/s_box_loss,val/s_cls_loss,val/s_dfl_loss,val/t_box_loss,val/t_cls_loss,val/t_dfl_loss,val/cclkd_loss,val/cclkd_lld_loss,val/cclkd_fld_loss,val/cclkd_rld_loss,val/cclkd_ccl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
68,10368.5,1.92626,1.1192,1.04545,1.60591,0.82636,0.95394,1.21007,1.21007,0,0,0,0.61888,0.571831,0.585878,0.340446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033,0.027991,0.00933033
69,10530,1.93172,1.11637,1.03998,1.61514,0.8213,0.95238,1.1653,1.1653,0,0,0,0.617179,0.573234,0.587352,0.341972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
70,10694.1,1.92367,1.10656,1.04603,1.60551,0.82206,0.95637,1.20638,1.20638,0,0,0,0.623382,0.57239,0.588432,0.343179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075,0.0278723,0.00929075
71,10852,1.92294,1.10392,1.04052,1.59274,0.8131,0.94699,1.20018,1.20018,0,0,0,0.62141,0.572672,0.589703,0.345096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
72,11010.1,1.90802,1.09594,1.0387,1.59121,0.81204,0.94857,1.16445,1.16445,0,0,0,0.627139,0.572034,0.589999,0.346918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013,0.0277504,0.00925013
73,11167.8,1.91475,1.09217,1.03611,1.59769,0.81761,0.95101,1.13494,1.13494,0,0,0,0.628094,0.573194,0.591253,0.348602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
74,11324.4,1.90223,1.09256,1.03623,1.58566,0.80845,0.94792,1.13366,1.13366,0,0,0,0.62597,0.572715,0.59097,0.349483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846,0.0276254,0.00920846
75,11480.1,1.90019,1.08936,1.03121,1.5891,0.80761,0.94639,1.11489,1.11489,0,0,0,0.626269,0.57432,0.592601,0.35047,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
76,11634.7,1.89209,1.0791,1.0291,1.58005,0.80244,0.94296,1.0966,1.0966,0,0,0,0.629468,0.575272,0.593348,0.350844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577,0.0274973,0.00916577
77,11789.5,1.88003,1.08178,1.03005,1.58304,0.80591,0.94606,1.1277,1.1277,0,0,0,0.629503,0.578253,0.594731,0.351651,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
